炉号,钢号,转炉终点温度,转炉终点C,转炉终点Mn,转炉终点S,转炉终点P,转炉终点Si,钢水净重,连铸正样C,连铸正样Mn,连铸正样S,连铸正样P,连铸正样Si,连铸正样Ceq_val,连铸正样Cr,连铸正样Ni_val,连铸正样Cu_val,连铸正样V_val,连铸正样Alt_val,连铸正样Als_val,连铸正样Mo_val,氮化钒铁FeV55N11-A,低铝硅铁,钒氮合金(进口),钒铁(FeV50-A),钒铁(FeV50-B),硅铝钙,硅铝合金FeAl30Si25,硅铝锰合金球,硅锰面（硅锰渣）,硅铁(合格块),硅铁FeSi75-B,石油焦增碳剂,锰硅合金FeMn64Si27(合格块),锰硅合金FeMn68Si18(合格块),碳化硅(55%),硅钙碳脱氧剂
7A06363             ,HRB400B    ,1649,0.00067,,0.00026,,0.001,65150,0.0023,0.0135,0.00031,0.00029,0.0035,0.469,0.0026,0.005,0.015,0.035,0.0064,0.004,0.0027,7,0,0,0,40,25,0,0,0,0,0,72,0,1510,132,0
7A06362             ,HRB400B    ,1650,0.00043,,0.00021,,0.001,71600,0.0023,0.0139,0.00026,0.00033,0.0033,0.468,0.0027,0.007,0.019,0.034,0.0058,0.0036,0.006,7,0,0,0,40,50,0,0,0,0,0,95,0,1580,132,0
7A06361             ,HRB400B    ,1594,0.00037,,0.00029,,0.001,74900,0.0023,0.013,0.00032,0.00018,0.0033,0.459,0.0016,0.008,0.018,0.035,0.0047,0.0029,0.0033,7,0,0,0,40,50,0,0,0,0,0,95,0,1530,132,0
7A06360             ,HRB400B    ,1643,0.00035,,0.00021,,0.001,70650,0.0024,0.0132,0.00029,0.00017,0.0035,0.473,0.0021,0.01,0.019,0.036,0.0067,0.0041,0.0062,7,0,0,0,40,50,0,0,0,0,0,90,0,1540,132,0
7A06359             ,HRB400B    ,1807,0.00041,,0.00021,,0.001,72650,0.0024,0.0131,0.00024,0.0002,0.0034,0.473,0.0022,0.01,0.02,0.036,0.011,0.0113,0.0041,7,0,0,0,40,50,0,0,0,0,0,90,0,1520,132,0
7A06358             ,HRB400B    ,1648,0.00066,,0.00018,,0.001,72050,0.0024,0.0131,0.00025,0.0002,0.0036,0.472,0.0021,0.007,0.016,0.036,0.0057,0.0036,0.0055,7,0,0,0,40,50,0,0,0,0,0,75,0,1420,132,0
7A06357             ,HRB400B    ,1671,0.00047,,0.00027,,0.001,72750,0.0023,0.013,0.00029,0.00023,0.0035,0.459,0.0021,0.005,0.016,0.034,0.0045,0.0028,0.002,7,0,0,0,40,50,0,0,0,0,0,90,0,1490,132,0
7A06356             ,HRB400B    ,1639,0.00052,,0.00026,,0.001,73050,0.0023,0.0135,0.0003,0.00018,0.004,0.468,0.0018,0.005,0.016,0.036,0.0054,0.0034,0.003,6,0,0,0,40,50,0,0,0,0,0,85,0,1470,132,0
7A06355             ,HRB400B    ,0,0.00072,,0.00025,,0.001,68400,0.0023,0.0131,0.0003,0.00018,0.0036,0.459,0.0016,0.004,0.012,0.034,0.0051,0.0032,0.0021,7,0,0,0,40,25,0,0,0,0,0,68,0,1500,132,0
7A06354             ,HRB400B    ,0,0.00076,,0.00021,,0.001,71750,0.0022,0.0129,0.00026,0.00017,0.0036,0.447,0.0019,0.005,0.016,0.034,0.0048,0.003,0.0017,6,0,0,0,40,25,0,0,0,0,0,60,0,1470,132,0
7A06353             ,HRB400B    ,1652,0.00044,,0.00023,,0.001,69550,0.0023,0.0129,0.00022,0.00018,0.0034,0.457,0.0014,0.006,0.017,0.035,0.0056,0.0035,0.0022,7,0,0,0,40,50,0,0,0,0,0,80,0,1490,132,0
7A06352             ,HRB400B    ,1651,0.0005,,0.00022,,0,68700,0.0024,0.0131,0.00025,0.00021,0.0037,0.473,0.0022,0.007,0.017,0.037,0.0048,0.003,0.0041,6,0,0,0,40,50,0,0,0,0,0,75,0,1500,132,0
7A06351             ,HRB400B    ,1660,0.00051,,0.00029,,0,69950,0.0023,0.0129,0.00028,0.00021,0.0036,0.459,0.0023,0.008,0.016,0.036,0.0057,0.0036,0.0056,8,0,0,0,40,50,0,0,0,0,0,90,0,1550,132,0
7A06350             ,HRB400B    ,0,0.00032,,0.00016,,0.001,76600,0.0024,0.013,0.00029,0.00029,0.0037,0.47,0.0022,0.006,0.016,0.035,0.0053,0.0033,0.0028,7,0,0,0,40,50,0,0,0,0,0,85,0,1450,132,0
7A06349             ,HRB400B    ,1645,0.00028,,0.00031,,0.001,73150,0.0023,0.0128,0.00034,0.00035,0.0037,0.457,0.0023,0.008,0.016,0.036,0.005,0.0031,0.0041,7,0,0,0,40,50,0,0,0,0,0,90,0,1450,132,0
7A06348             ,HRB400B    ,1704,0.00049,,0.00029,,0.001,71500,0.0023,0.0133,0.00029,0.0003,0.0039,0.466,0.0022,0.008,0.014,0.036,0.0056,0.0035,0.0047,7,0,0,0,40,25,0,0,0,0,0,85,0,1450,132,0
7A06347             ,HRB400B    ,1659,0.00052,,0.0003,,0.002,75500,0.0023,0.0133,0.00028,0.00023,0.0037,0.466,0.0021,0.008,0.016,0.036,0.0056,0.0035,0.0048,7,0,0,0,40,50,0,0,0,0,0,80,0,1450,132,0
7A06346             ,HRB400D    ,1649,0.00106,,0.00019,,0.001,74050,0.0024,0.0133,0.00031,0.00021,0.0039,0.476,0.0022,0.008,0.016,0.034,0.0058,0.0036,0.0043,15,0,0,0,30,25,0,0,0,0,0,51,0,1600,132,0
7A06345             ,HRB400D    ,1666,0.00079,,0.00024,,0.001,76550,0.0023,0.0128,0.00034,0.00025,0.0038,0.456,0.0024,0.004,0.016,0.031,0.0046,0.0029,0.0019,13,0,0,0,30,25,0,0,0,0,0,56,0,1450,132,0
7A06344             ,HRB400D    ,1732,0.00031,,0.00042,,0.001,73050,0.0022,0.0143,0.00038,0.0002,0.0036,0.469,0.0015,0.006,0.012,0.031,0.0045,0.0028,0.0014,40,0,0,0,0,75,0,0,0,0,0,85,0,1530,132,0
7A06343             ,HRB400D    ,1726,0.00088,,0.00042,,0.001,71400,0.0024,0.0146,0.00034,0.00018,0.0039,0.495,0.0016,0.009,0.011,0.032,0.0047,0.0029,0.0023,40,0,0,0,0,50,0,0,0,0,0,60,0,1510,132,0
7A06342             ,HRB400D    ,1678,0.00067,,0.00035,,0.002,68250,0.0023,0.0131,0.00029,0.00025,0.0036,0.461,0.0022,0.008,0.013,0.033,0.005,0.0031,0.0037,13,0,0,0,30,25,0,0,0,0,0,68,0,1480,132,0
7A06341             ,HRB400D    ,1670,0.00066,,0.00028,,0.002,73600,0.0022,0.0133,0.00031,0.00026,0.0039,0.456,0.0028,0.01,0.013,0.034,0.0047,0.003,0.0028,13,0,0,0,30,25,0,0,0,0,0,68,0,1510,132,0
7A06340             ,HRB400D    ,1670,0.00074,,0.00024,,0.001,73650,0.0024,0.0131,0.00034,0.00034,0.0038,0.472,0.0022,0.008,0.012,0.033,0.0054,0.0034,0.0029,13,0,0,0,30,25,0,0,0,0,0,60,0,1440,132,0
7A06339             ,HRB400D    ,1656,0.00106,,0.00023,,0.001,71200,0.0024,0.014,0.00032,0.00023,0.0041,0.487,0.0021,0.008,0.015,0.032,0.005,0.0031,0.0036,14,0,0,0,30,0,0,0,0,0,0,44,0,1580,132,20
7A06338             ,HRB400D    ,1661,0.00095,,0.00024,,0.001,73900,0.0023,0.0133,0.00033,0.00028,0.0037,0.465,0.0022,0.009,0.017,0.034,0.0056,0.0035,0.0037,13,0,0,0,30,0,0,0,0,0,0,44,0,1540,132,20
7A06337             ,HRB400D    ,1683,0.00045,,0.00026,,0.002,71400,0.0024,0.013,0.00029,0.00035,0.0038,0.469,0.002,0.005,0.015,0.033,0.0046,0.0029,0.0023,13,0,0,0,30,50,0,0,0,0,0,75,0,1470,132,0
7A06336             ,HRB400D    ,1667,0.00073,,0.00021,,0.002,70100,0.0024,0.013,0.00026,0.00023,0.0035,0.468,0.0017,0.004,0.016,0.032,0.0055,0.0035,0.0016,13,0,0,0,30,25,0,0,200,0,0,68,0,1280,132,0
7A06335             ,HRB400D    ,1668,0.00075,,0.00025,,0.001,72200,0.0024,0.0138,0.00026,0.00023,0.004,0.483,0.0016,0.007,0.017,0.033,0.0052,0.0033,0.0026,41,0,0,0,0,50,0,0,0,0,0,85,0,1530,132,0
7A06334             ,HRB400B    ,1667,0.00084,,0.00028,,0.001,69900,0.0024,0.0128,0.00027,0.00029,0.0036,0.467,0.0025,0.006,0.014,0.034,0.0043,0.0021,0.0016,6,0,0,0,38,25,0,0,200,0,0,54,0,1200,132,0
7A06333             ,HRB400B    ,1663,0.00066,,0.00021,,0.001,71850,0.0023,0.0129,0.00025,0.00019,0.0037,0.458,0.0023,0.006,0.014,0.033,0.0044,0.0021,0.0017,6,0,0,38,0,25,0,0,200,0,0,68,0,1240,132,0
7A06332             ,HRB400B    ,1636,0.00074,,0.0003,,0.001,71800,0.0023,0.0131,0.00031,0.00022,0.0037,0.463,0.0027,0.007,0.016,0.033,0.0042,0.002,0.0016,6,0,0,0,38,25,0,0,200,0,0,54,0,1240,132,0
7A06331             ,HRB400B    ,1640,0.0007,,0.00025,,0.001,73400,0.0023,0.0134,0.00029,0.00021,0.0038,0.467,0.0024,0.007,0.015,0.032,0.0052,0.0029,0.0018,6,0,0,0,38,25,0,0,200,0,0,54,0,1280,132,0
7A06330             ,HRB400B    ,0,0.00077,,0.00023,,0.001,75550,0.0023,0.013,0.00023,0.00028,0.0033,0.46,0.0025,0.006,0.014,0.033,0.0045,0.0023,0.0022,6,0,0,0,38,25,0,0,200,0,0,51,0,1220,132,0
7A06329             ,HRB400B    ,1639,0.00065,,0.0003,,0.001,73300,0.0022,0.013,0.00035,0.00018,0.0036,0.45,0.0022,0.006,0.014,0.033,0.2469,0.1973,0.0022,6,0,0,0,38,25,0,0,200,0,0,68,0,1220,132,0
7A06328             ,HRB400B    ,1648,0.00072,,0.00031,,0.001,71550,0.0024,0.0131,0.00029,0.00017,0.0036,0.471,0.0018,0.006,0.013,0.035,0.0047,0.0024,0.0023,7,0,0,0,40,25,0,0,200,0,0,54,0,1330,132,0
7A06327             ,HRB400B    ,1667,0.00079,,0.00023,,0.001,73850,0.0022,0.013,0.00023,0.00018,0.0038,0.45,0.0021,0.005,0.012,0.036,0.0046,0.0023,0.0017,6,0,0,0,38,25,0,0,200,0,0,54,0,1220,132,0
7A06326             ,HRB400B    ,1640,0.0008,,0.0003,,0.002,70050,0.0023,0.0128,0.00029,0.0002,0.0035,0.457,0.0022,0.006,0.013,0.034,0.0045,0.0022,0.002,6,0,0,0,38,25,0,0,200,0,0,54,0,1220,132,0
7A06325             ,HRB400B    ,0,0.00074,,0.00028,,0.002,72150,0.0023,0.0131,0.00027,0.00024,0.0036,0.461,0.0022,0.005,0.013,0.035,0.004,0.0018,0.0024,6,0,0,0,38,25,0,0,200,0,0,54,0,1220,132,0
7A06324             ,HRB400B    ,1642,0.00076,,0.00027,,0.002,74450,0.0024,0.0136,0.0003,0.00027,0.0039,0.48,0.0024,0.006,0.012,0.034,0.0046,0.0023,0.0017,7,0,0,0,41,25,0,0,200,0,0,68,0,1300,132,0
7A06323             ,HRB400B    ,1632,0.0011,,0.0003,,0.001,74300,0.0024,0.0135,0.0003,0.00016,0.0039,0.478,0.0021,0.005,0.013,0.034,0.0044,0.0021,0.0022,6,0,0,0,38,25,0,0,200,0,0,54,0,1220,132,0
7A06322             ,HRB400B    ,0,0.00076,,0.00014,,0.001,71250,0.0024,0.0128,0.00026,0.0002,0.0036,0.466,0.0022,0.005,0.012,0.033,0.0046,0.0024,0.0022,6,0,0,0,41,0,0,0,200,0,0,54,0,1260,132,20
7A06321             ,HRB400B    ,1663,0.00073,,0.00023,,0.001,76950,0.0024,0.0135,0.00026,0.00021,0.004,0.478,0.0021,0.005,0.011,0.034,0.0065,0.0042,0.0029,6,0,0,0,38,25,0,0,200,0,0,51,0,1220,132,0
7A06320             ,HRB400B    ,1666,0.00035,,0.00029,,0.001,70600,0.0023,0.0133,0.00031,0.00026,0.0034,0.464,0.0018,0.005,0.011,0.033,0.1482,0.1188,0.0028,0,0,0,0,50,50,0,0,200,0,0,96,0,1350,88,0
7A06319             ,HRB400B    ,1656,0.00059,,0.00025,,0.001,73950,0.0023,0.0132,0.00029,0.00017,0.0036,0.461,0.0014,0.005,0.011,0.033,0.0043,0.0021,0.0023,0,0,0,0,50,50,0,0,200,0,0,85,0,1310,88,0
7A06318             ,HRB400B    ,1637,0.00058,,0.00029,,0.001,72400,0.0023,0.0128,0.00031,0.00026,0.0034,0.455,0.0019,0.006,0.011,0.031,0.0044,0.0022,0.002,0,0,0,0,50,50,0,0,200,0,0,85,0,1340,88,0
7A06317             ,HRB400B    ,1618,0.0005,,0.00026,,0.001,76600,0.0024,0.0135,0.0003,0.00018,0.0036,0.477,0.0019,0.007,0.014,0.033,0.0049,0.0027,0.0027,0,0,0,0,47,50,0,0,200,0,0,90,0,1240,88,0
7A06316             ,HRB400B    ,1631,0.00046,,0.00027,,0.001,74000,0.0023,0.0131,0.0003,0.00023,0.0035,0.461,0.0022,0.007,0.014,0.032,0.0035,0.0013,0.0017,0,0,0,0,48,50,0,0,200,0,0,90,0,1320,88,0
7A06315             ,HRB400B    ,1633,0.0005,,0.00028,,0.001,71150,0.0024,0.013,0.00033,0.00026,0.0035,0.469,0.0024,0.007,0.013,0.031,0.0034,0.0012,0.0019,0,0,0,0,50,50,0,0,200,0,0,90,0,1340,88,0
7A06314             ,HRB400B    ,1664,0.00037,,0.0003,,0.001,75900,0.0023,0.0129,0.00036,0.00032,0.0036,0.457,0.0021,0.006,0.011,0.034,0.0043,0.002,0.0018,0,0,0,0,50,50,0,0,200,0,0,93,0,1340,88,0
7A06313             ,HRB400B    ,1710,0.00054,,0.00026,,0.001,74200,0.0023,0.0132,0.00031,0.0003,0.0035,0.463,0.0021,0.005,0.011,0.034,0.0035,0.0013,0.0017,0,0,0,0,50,50,0,0,200,0,0,85,0,1330,88,0
7A06312             ,HRB400B    ,1693,0.00056,,0.00031,,0.001,76150,0.0023,0.0133,0.00035,0.00031,0.0035,0.464,0.0021,0.005,0.011,0.034,0.0112,0.0086,0.0028,0,0,0,0,47,50,0,0,200,0,0,80,0,1200,88,0
7A06311             ,HRB400B    ,1671,0.00044,,0.00026,,0.001,71900,0.0023,0.0129,0.00038,0.00032,0.0034,0.457,0.002,0.006,0.012,0.034,0.0043,0.0021,0.0021,0,0,0,0,47,50,0,0,200,0,0,95,0,1250,88,0
7A06310             ,HRB400B    ,1650,0.00027,,0.00035,,0.001,71500,0.0024,0.013,0.00038,0.00039,0.0034,0.47,0.0021,0.005,0.011,0.034,0.0042,0.002,0.0021,0,0,0,0,50,50,0,0,200,0,0,94,0,1380,88,0
7A06309             ,HRB400B    ,1642,0.00045,,0.00043,,0.001,74350,0.0023,0.0132,0.00042,0.00034,0.0035,0.462,0.0021,0.004,0.011,0.036,0.0041,0.0019,0.0019,0,0,0,0,50,50,0,0,200,0,0,92,0,1340,88,0
7A06308             ,HRB400B    ,1676,0.00051,,0.00036,,0.001,76800,0.0023,0.0131,0.00039,0.00028,0.0035,0.461,0.002,0.005,0.013,0.034,0.0045,0.0023,0.0021,8,0,0,0,41,50,0,0,200,0,0,90,0,1380,88,0
7A06307             ,HRB400B    ,1684,0.00072,,0.00034,,0.001,76950,0.0023,0.0127,0.00033,0.00034,0.0034,0.455,0.0023,0.007,0.013,0.034,0.0043,0.0021,0.002,7,0,0,0,40,25,0,0,200,0,0,73,0,1260,88,0
7A06306             ,HRB400B    ,1660,0.0005,,0.00034,,0.001,74100,0.0023,0.0136,0.00037,0.00034,0.0037,0.47,0.0023,0.006,0.013,0.036,0.0047,0.0024,0.002,7,0,0,0,40,50,0,0,200,0,0,85,0,1320,88,0
7A06305             ,HRB400B    ,1686,0.00062,,0.00024,,0.001,74500,0.0024,0.0133,0.00028,0.0003,0.0037,0.475,0.0024,0.005,0.014,0.036,0.0043,0.002,0.0023,6,0,0,0,39,25,0,0,0,0,0,85,0,1455,88,0
7A06304             ,HRB400B    ,1666,0.00066,,0.00027,,0.001,72300,0.0023,0.0132,0.00029,0.00024,0.0036,0.463,0.0023,0.006,0.014,0.035,0.0039,0.0017,0.0015,6,0,0,0,40,25,0,0,0,0,0,85,0,1480,88,0
7A06303             ,HRB400B    ,1671,0.00069,,0.00033,,0.002,72300,0.0024,0.0129,0.00029,0.00021,0.0035,0.468,0.0022,0.006,0.014,0.035,0.006,0.0037,0,6,0,0,0,40,25,0,0,0,0,0,68,0,1445,88,0
7A06302             ,HRB400B    ,1679,0.00081,,0.00032,,0.002,71700,0.0024,0.0134,0.00038,0.00031,0.0036,0.476,0.0022,0.006,0.012,0.034,0.0055,0.0034,0,6,0,0,0,40,0,0,0,0,0,0,68,0,1520,88,20
7A06301             ,HRB400B    ,1683,0.00065,,0.00038,,0.002,74650,0.0024,0.0134,0.00037,0.00028,0.0036,0.475,0.0022,0.006,0.013,0.033,0.0058,0.0036,0,6,0,0,0,40,25,0,0,0,0,0,85,0,3010,88,0
7A06300             ,HRB400B    ,1668,0.00085,,0.00022,,0.002,76000,0.0022,0.0131,0.00031,0.00024,0.0035,0.451,0.0022,0.008,0.015,0.033,0.0069,0.0043,0,6,0,0,0,40,0,0,0,0,0,0,68,0,1532,88,20
7A06299             ,HRB400B    ,1672,0.00074,,0.00022,,0.001,75350,0.0024,0.013,0.0003,0.00021,0.0034,0.47,0.0022,0.005,0.015,0.035,0.0054,0.0034,0.001,6,0,0,0,40,25,0,0,0,0,0,68,0,1525,88,0
7A06298             ,HRB400B    ,1664,0.00094,,0.00027,,0.001,73600,0.0024,0.0131,0.00031,0.0002,0.0034,0.471,0.0018,0.008,0.013,0.036,0.0069,0.0043,0,6,0,0,0,39,0,0,0,0,0,0,51,0,1413,88,20
7A06297             ,HRB400D    ,1682,0.00075,,0.00025,,0.001,70700,0.0023,0.0131,0.00032,0.00025,0.0032,0.46,0.0019,0.007,0.014,0.031,0.0052,0.0032,0,12,0,0,0,30,25,0,0,0,0,0,68,0,1518,88,0
7A06296             ,HRB400D    ,1669,0.00075,,0.00021,,0.001,73750,0.0024,0.0133,0.0003,0.00021,0.0037,0.473,0.002,0.007,0.014,0.031,0.0051,0.0032,0,12,0,0,0,30,25,0,0,0,0,0,68,0,3043,88,0
7A06295             ,HRB400D    ,1676,0.00074,,0.00025,,0.002,73950,0.0024,0.0133,0.00032,0.0002,0.0036,0.474,0.002,0.01,0.015,0.032,0.006,0.0037,0,12,0,0,0,30,25,0,0,0,0,0,68,0,1454,88,0
7A06294             ,HRB400B    ,1688,0.00064,,0.00023,,0.002,72350,0.0023,0.0129,0.00031,0.00025,0.0035,0.457,0.0022,0.007,0.012,0.032,0.0052,0.0032,0,6,0,0,0,40,25,0,0,0,0,0,85,0,1551,88,0
7A06293             ,HRB400B    ,1713,0.00033,,0.00028,,0.001,74650,0.0023,0.0132,0.0003,0.00028,0.0034,0.463,0.0022,0.008,0.012,0.036,0.0061,0.0038,0,46,0,0,0,0,75,0,0,0,0,0,102,0,1536,88,0
7A06292             ,HRB400D    ,1656,0.00092,,0.00032,,0.002,74450,0.0024,0.0135,0.00038,0.00017,0.0038,0.477,0.0021,0.01,0.013,0.031,0.0061,0.0038,0,12,0,0,0,30,0,0,0,0,0,0,51,0,1518,88,20
7A06291             ,HRB400D    ,1698,0.00067,,0.00029,,0.001,74950,0.0024,0.0133,0.0003,0.00029,0.0034,0.473,0.002,0.006,0.013,0.03,0.006,0.0037,0,12,0,0,0,30,25,0,0,0,0,0,85,0,1460,88,0
7A06290             ,HRB400D    ,1677,0.00258,,0.0003,,0.002,73700,0.0023,0.0131,0.00031,0.00018,0.0035,0.459,0.0018,0.008,0.015,0.03,0.0061,0.0038,0,12,0,0,0,30,25,0,0,0,0,0,68,0,1487,88,0
7A06289             ,HRB400D    ,1728,0.00025,,0.00026,,0.036,72350,0.0024,0.0135,0.00028,0.00025,0.0039,0.477,0.0017,0.008,0.013,0.034,0.0514,0.0434,0,42,0,0,0,0,50,0,0,0,0,0,92,0,1500,132,0
7A06288             ,HRB400B    ,1671,0.00029,,0.00026,,0.003,72300,0.0023,0.014,0.00026,0.00029,0.0041,0.475,0.002,0.005,0.013,0.035,0.0055,0.0034,0,6,0,0,0,40,75,0,0,0,0,0,85,0,1500,132,0
7A06287             ,HRB400B    ,1668,0.00065,,0.00035,,0.001,64100,0.0023,0.0133,0.00034,0.00031,0.0039,0.464,0.0022,0.009,0.013,0.033,0.0055,0.0034,0,7,0,0,0,40,25,0,0,0,0,0,68,0,1490,132,0
7A06286             ,HRB400B    ,1680,0.00079,,0.00021,,0.001,73700,0.0024,0.0129,0.00031,0.0002,0.0033,0.467,0.0017,0.005,0.013,0.032,0.0047,0.0029,0,5,0,0,0,40,25,0,0,0,0,0,58,0,1400,132,0
7A06285             ,HRB400B    ,1659,0.00065,,0.00026,,0.001,70350,0.0024,0.0131,0.00032,0.00023,0.0036,0.471,0.002,0.004,0.013,0.034,0.0049,0.0031,0,6,0,0,0,36,25,0,0,0,0,0,60,0,1370,132,0
7A06284             ,HRB400B    ,1659,0.00103,,0.0002,,0.001,66600,0.0023,0.013,0.00029,0.00021,0.0035,0.461,0.0027,0.007,0.016,0.033,0.0052,0.0032,0,7,0,0,0,40,0,0,0,0,0,0,34,0,1520,132,20
7A06283             ,HRB400B    ,0,0.00028,,0.00029,,0.002,77200,0.0023,0.0131,0.00028,0.00025,0.0034,0.462,0.0025,0.006,0.018,0.033,0.0049,0.0031,0,6,0,0,0,39,50,0,0,0,0,0,85,0,1440,132,0
7A06282             ,HRB400B    ,1684,0.00055,,0.00028,,0.001,68900,0.0024,0.0132,0.0003,0.00023,0.0037,0.473,0.002,0.006,0.013,0.035,0.005,0.0031,0,45,0,0,0,0,50,0,0,0,0,0,70,0,1460,132,0
7A06281             ,HRB400B    ,1645,0.00051,,0.00024,,0.001,71200,0.0024,0.013,0.00028,0.00021,0.0035,0.47,0.0024,0.008,0.017,0.034,0.0047,0.0024,0.0031,0,0,0,0,48,50,0,0,0,0,0,68,0,1500,132,0
7A06280             ,HRB400B    ,1648,0.00038,,0.00026,,0.003,72500,0.0024,0.0135,0.00028,0.00024,0.0037,0.483,0.0041,0.02,0.021,0.034,0.0046,0.0024,0.003,0,0,0,0,48,50,0,0,0,0,0,85,0,1500,132,0
7A06279             ,HRB400B    ,1676,0.00076,,0.00023,,0.003,63400,0.0024,0.0131,0.00027,0.00021,0.0032,0.472,0.0018,0.007,0.018,0.036,0.0685,0.0572,0.003,6,0,0,0,40,25,0,0,0,0,0,68,0,1430,88,0
7A06278             ,HRB400B    ,1675,0.00067,,0.00024,,0.002,73250,0.0024,0.0132,0.00023,0.00033,0.0035,0.475,0.0029,0.011,0.019,0.034,0.0052,0.0032,0,6,0,0,0,38,25,0,0,0,0,0,85,0,1296,88,0
7A06277             ,HRB400B    ,1679,0.00067,,0.00026,,0.002,64150,0.0024,0.013,0.00023,0.00031,0.0034,0.47,0.0022,0.007,0.018,0.033,0.0042,0.002,0.0028,6,0,0,0,40,25,0,0,0,0,0,85,0,1458,88,0
7A06276             ,HRB400B    ,1663,0.00078,,0.00022,,0.002,72750,0.0024,0.0128,0.00024,0.00025,0.0033,0.466,0.0019,0.006,0.015,0.034,0.0042,0.002,0.0028,14,0,0,0,32,0,0,0,0,0,0,68,0,1463,88,20
7A06275             ,HRB400B    ,1656,0.00083,,0.00026,,0.002,70100,0.0023,0.0132,0.00031,0.00032,0.0035,0.463,0.0023,0.006,0.014,0.033,0.0043,0.0021,0.0024,14,0,0,0,32,0,0,0,0,0,0,68,0,1422,88,20
7A06274             ,HRB400B    ,1667,0.00068,,0.00024,,0.002,72800,0.0023,0.0134,0.00034,0.0003,0.0036,0.468,0.0027,0.007,0.017,0.034,0.0044,0.0022,0.0036,15,0,0,0,32,25,0,0,0,0,0,85,0,1505,88,0
7A06273             ,HRB400B    ,1668,0.00095,,0.00025,,0.002,73300,0.0022,0.0131,0.00031,0.00021,0.0035,0.452,0.0023,0.007,0.016,0.034,0.0044,0.0022,0.0033,16,0,0,0,32,0,0,0,0,0,0,51,0,1514,88,20
7A06272             ,HRB400B    ,1687,0.00076,,0.00029,,0.003,71350,0.0024,0.0134,0.00025,0.00027,0.0033,0.477,0.0019,0.008,0.017,0.036,0.0045,0.0022,0.0031,14,0,0,0,30,25,0,0,0,0,0,68,0,1437,88,0
7A06271             ,HRB400B    ,1658,0.00066,,0.00026,,0.003,68400,0.0024,0.0133,0.00034,0.00023,0.0035,0.476,0.0024,0.008,0.022,0.034,0.0043,0.0021,0.0041,15,0,0,0,32,25,0,0,0,0,0,68,0,1502,88,0
7A06270             ,HRB400B    ,1656,0.00068,,0.00032,,0.002,73350,0.0023,0.0132,0.00035,0.00018,0.0036,0.463,0.0021,0.01,0.017,0.033,0.0804,0.0662,0.004,14,0,0,0,32,25,0,0,0,0,0,85,0,1480,88,0
7A06269             ,HRB400B    ,1684,0.00081,,0.00021,,0.002,71850,0.0023,0.0133,0.00026,0.00023,0.0035,0.465,0.002,0.005,0.014,0.036,0.0612,0.0516,0.0032,14,0,0,0,30,0,0,0,0,0,0,68,0,1289,88,20
7A06268             ,HRB400B    ,1661,0.00076,,0.00021,,0.003,63950,0.0023,0.013,0.00026,0.0002,0.0034,0.46,0.0022,0.007,0.015,0.034,0.0048,0.0025,0.0031,14,0,0,0,32,25,0,0,0,0,0,68,0,1410,88,0
7A06267             ,HRB400B    ,1650,0.0009,,0.00028,,0.002,71600,0.0023,0.0134,0.00028,0.00033,0.0037,0.468,0.0027,0.007,0.017,0.034,0.0043,0.0021,0.0036,14,0,0,0,32,0,0,0,0,0,0,51,0,1479,88,20
7A06266             ,HRB400B    ,1679,0.00103,,0.00022,,0.002,72300,0.0024,0.0131,0.00025,0.00022,0.0033,0.473,0.0023,0.008,0.017,0.035,0.0036,0.0014,0.0048,14,0,0,0,32,0,0,0,0,0,0,51,0,1483,88,20
7A06265             ,HRB400B    ,1645,0.00068,,0.00028,,0.002,72100,0.0024,0.0135,0.00027,0.00019,0.0036,0.478,0.0021,0.007,0.017,0.034,0.0037,0.0015,0.004,15,0,0,0,31,0,0,0,0,0,0,51,0,1438,88,20
7A06264             ,HRB400B    ,1662,0.00082,,0.00026,,0.002,70650,0.0024,0.0137,0.00027,0.0002,0.0039,0.481,0.002,0.006,0.013,0.034,0.0043,0.002,0.0037,15,0,0,0,30,25,0,0,0,0,0,58,0,1450,132,0
7A06263             ,HRB400B    ,1651,0.00069,,0.00023,,0.002,71900,0.0023,0.0131,0.00028,0.00019,0.0039,0.463,0.0025,0.007,0.017,0.035,0.0042,0.002,0.0041,15,0,0,0,30,25,0,0,0,0,0,68,0,1450,132,0
7A06262             ,HRB400B    ,1675,0.00093,,0.00024,,0.002,71700,0.0023,0.0132,0.00029,0.0002,0.0039,0.464,0.0021,0.007,0.017,0.034,0.0042,0.002,0.0045,15,0,0,0,30,25,0,0,0,0,0,51,0,1430,132,0
7A06261             ,HRB400B    ,1677,0.00023,,0.00026,,0.002,72850,0.0024,0.0129,0.00031,0.00018,0.0037,0.469,0.002,0.007,0.02,0.034,0.0043,0.0021,0.0037,15,0,0,0,30,75,0,0,0,0,0,90,0,1450,132,0
7A06260             ,HRB400B    ,1662,0.00068,,0.00027,,0.002,70000,0.0023,0.0135,0.00028,0.00022,0.0038,0.469,0.0025,0.006,0.016,0.035,0.0099,0.0074,0.0037,15,0,0,0,30,0,0,0,0,0,0,68,0,1450,132,20
7A06259             ,HRB400B    ,1668,0.00062,,0.00029,,0.003,69800,0.0023,0.0133,0.00031,0.00037,0.0037,0.467,0.0027,0.006,0.017,0.035,0.0045,0.0023,0.0046,15,0,0,0,30,25,0,0,0,0,0,76,0,1450,132,0
